file,iso,num_tokens,H_ML,H_MM,H_Jeff,H_Lap,H_SG,H_minmax,H_CS,H_NSB,H_shrink,corpus
bg_tokenized_1mio,bul,50000,9.7816801425,9.8925079755,10.1156573383,10.3884936963,9.7817770507,9.8032041395,10.0575648562,9.9444992001,9.7902269539,EPC
cs_tokenized_1mio,ces,50000,10.9385145278,11.0810239439,11.258764171,11.5076858354,10.9385887703,10.9550066705,11.1854915045,11.0666929709,10.9585755101,EPC
da_tokenized_1mio,dan,50000,9.4568362119,9.5507412321,9.7572328011,10.0083483816,9.4569378269,9.4793989705,9.6945873303,9.6067368757,9.4695454166,EPC
nl_tokenized_1mio,nld,50000,9.0845487655,9.1649357331,9.3571620338,9.5898497071,9.0846552894,9.1081966388,9.2990383527,9.2235144949,9.092268204,EPC
en_tokenized_1mio,eng,50000,9.0065496115,9.0735339422,9.2299958385,9.4242974411,9.0066533588,9.0295713953,9.176861118,9.1183176331,9.0147381797,EPC
et_tokenized_1mio,est,50000,11.3488535977,11.5234341246,11.7050867013,11.970907232,11.3489225299,11.3641704444,11.6302366478,11.4820669901,11.3700707607,EPC
fi_tokenized_1mio,fin,50000,11.4730372488,11.6639923644,11.8526476319,12.1306949324,11.4731050981,11.4881156499,11.7798887586,11.6131531983,11.4915991988,EPC
fr_tokenized_1mio,fra,50000,9.1956810628,9.2752456943,9.4594130215,9.6844589124,9.1957852009,9.2187971327,9.4027122131,9.3284981635,9.2070609868,EPC
de_tokenized_1mio,deu,50000,9.8755364828,9.9848206322,10.1973270473,10.460393035,9.8756311427,9.8965594989,10.1287952261,10.0300953359,9.8884445988,EPC
hu_tokenized_1mio,hun,50000,10.6513005949,10.8193312863,11.0744362459,11.3957894508,10.6513848506,10.6700255879,11.0049894356,10.8416433977,10.6586703297,EPC
it_tokenized_1mio,ita,50000,9.7960401192,9.8890218145,10.0676090505,10.2942538276,9.7961329794,9.816656073,10.0061496068,9.9242262725,9.811164095,EPC
lv_tokenized_1mio,lav,50000,10.9396693227,11.0856556339,11.2687669614,11.523657375,10.9397439441,10.9562466394,11.1920355497,11.0721738136,10.9585893603,EPC
lt_tokenized_1mio,lit,50000,11.2341000197,11.394296877,11.5698852519,11.8244434448,11.2341702204,11.2496960108,11.4803643622,11.3617143913,11.2574617132,EPC
el_tokenized_1mio,ell,50000,9.8669197106,9.9780360827,10.1949700007,10.4627412932,9.8670146939,9.8880159388,10.1329536666,10.0248633241,9.881086463,EPC
pl_tokenized_1mio,pol,50000,10.9788195959,11.1280808249,11.3135767023,11.5716493167,10.9788940227,10.9953540185,11.2390572563,11.1134388948,10.9986400002,EPC
pt_tokenized_1mio,por,50000,9.537400621,9.6267611518,9.8144166951,10.0471927157,9.5374988213,9.5592020749,9.7536565453,9.6726935651,9.5489851583,EPC
ro_tokenized_1mio,ron,50000,9.7669479609,9.8698986791,10.0739625785,10.3273262586,9.7670433417,9.7881296651,10.0120762107,9.9147758819,9.77841451,EPC
sk_tokenized_1mio,slk,50000,10.9315163807,11.0792339259,11.2666109715,11.5256540293,10.9315915484,10.948215511,11.1925590964,11.0674742032,10.9501325106,EPC
sl_tokenized_1mio,slv,50000,10.6616318456,10.7954273837,10.9857008965,11.2412037649,10.6617112464,10.6792696757,10.922773148,10.7991999503,10.6798410278,EPC
es_tokenized_1mio,spa,50000,9.0580828109,9.1460727814,9.3622208347,9.6193193716,9.058191946,9.0823156013,9.3025716516,9.2154437322,9.0656841591,EPC
sv_tokenized_1mio,swe,50000,9.6468586872,9.7493765968,9.9633122118,10.2247521505,9.6469573585,9.6687713678,9.8995702018,9.8024519399,9.6597855552,EPC
zam-x-udhr.csv,zam,1067,5.8692483281,5.98620533,6.0803982107,6.2466874809,5.8720040403,5.9549564113,6.1186350605,5.9319963195,5.9563462844,UDHR
tah-x-udhr.csv,tah,2134,6.018508585,6.1493246536,6.3577680339,6.6245385446,6.0204975458,6.107499656,6.4131005577,6.1713894037,6.0542007475,UDHR
ote-x-udhr.csv,ote,1352,6.0716091615,6.2049944278,6.3406925911,6.5496005838,6.0740633545,6.1582230773,6.3850318147,6.1672377128,6.1420890145,UDHR
guu-x-udhr.csv,guu,1824,6.1795858721,6.3278892275,6.5230939809,6.787296618,6.1816885517,6.2664464641,6.599576997,6.3224256982,6.216351743,UDHR
haw-x-udhr.csv,haw,1873,6.1896074587,6.2885857357,6.3957086436,6.5636079362,6.1913898414,6.2638780419,6.4021443152,6.2622656757,6.2556516876,UDHR
sag-x-udhr.csv,sag,1806,6.2584366897,6.3962356346,6.5595471698,6.7938303502,6.2604271119,6.3401703938,6.6056610445,6.3755008347,6.2992710228,UDHR
tca-x-udhr.csv,tca,1652,6.2582218502,6.404063298,6.57441631,6.8166607266,6.2603988038,6.3435689408,6.6378429919,6.3818537068,6.3169894935,UDHR
rar-x-udhr.csv,rar,2222,6.2655446292,6.3518985628,6.4453950612,6.5950815752,6.2670303429,6.3331289774,6.4429824085,6.3275772063,6.3193324488,UDHR
ada-x-udhr.csv,ada,2319,6.3234789281,6.4205295647,6.5376627613,6.7131891012,6.3250011378,6.3943405381,6.5353573826,6.4039144673,6.3802208203,UDHR
zro-x-udhr.csv,zro,1031,6.3630032259,6.5211259608,6.6062448277,6.7879539031,6.3655067544,6.4398047504,6.6799464435,6.4193206839,6.4627623556,UDHR
wwa-x-udhr.csv,wwa,734,6.3593922667,6.5726516835,6.651784202,6.8551483131,6.3626498816,6.4433091299,6.8074738773,6.4159701698,6.471103394,UDHR
smo-x-udhr.csv,smo,2196,6.4435129194,6.5571678566,6.6881022917,6.8840720417,6.4450998382,6.5154498523,6.7038760818,6.5346269483,6.5017307858,UDHR
fij-x-udhr.csv,fij,1549,6.4289102472,6.5700130869,6.6986182879,6.905851793,6.4309527921,6.5063089508,6.7530623097,6.5190660858,6.5059543954,UDHR
dga-x-udhr.csv,dga,2128,6.458395095,6.5628006571,6.6707264294,6.8423559545,6.4599350842,6.5269763571,6.6691824292,6.5315790236,6.5193137913,UDHR
maz-x-udhr.csv,maz,1199,6.4424921216,6.598312812,6.705017666,6.9010308854,6.4448527956,6.5207710289,6.7664854778,6.5165441434,6.5424620204,UDHR
tdt-x-udhr.csv,tdt,1310,6.4605974557,6.5734800829,6.6262333393,6.7569334246,6.4624212816,6.5236685675,6.6697115904,6.4902411771,6.5766307464,UDHR
lin-x-udhr-notones.csv,lin,1469,6.5237969101,6.6833870695,6.8130757912,7.0310055356,6.5258618875,6.600054446,6.8726316554,6.6152167105,6.5841107656,UDHR
ztu-x-udhr.csv,ztu,1038,6.4896067051,6.6723758745,6.7751936989,6.9821023702,6.4921770511,6.5688615872,6.8844113899,6.5619723614,6.5883007339,UDHR
tpi-x-udhr.csv,tpi,1487,6.5012842678,6.6283811409,6.7180539762,6.8868971784,6.5031677831,6.5710313673,6.7480840592,6.5602030265,6.588839632,UDHR
pau-x-udhr.csv,pau,1644,6.528927645,6.6925910422,6.8539606127,7.0977191601,6.5309554116,6.6083196917,6.9221460989,6.6461133847,6.5902089645,UDHR
ton-x-udhr.csv,ton,2332,6.5327965685,6.6487937041,6.7881152203,6.9914441583,6.5343305732,6.6045014785,6.8105523589,6.6309051723,6.5951897072,UDHR
bis-x-udhr.csv,bis,1893,6.5250063027,6.6438971777,6.756944143,6.9402971174,6.5266866784,6.5955136313,6.7764328492,6.6023594582,6.6001590027,UDHR
lin-x-udhr-tones.csv,lin,1471,6.5536724736,6.7125552721,6.8364863417,7.0497167774,6.5556966513,6.6284718567,6.8911056737,6.6404138662,6.6131470249,UDHR
ktu-x-udhr.csv,ktu,1563,6.5708517163,6.7360739891,6.8837189292,7.1175438221,6.5728887406,6.6485434875,6.9712275171,6.6772286592,6.6307632242,UDHR
mri-x-udhr.csv,mri,2652,6.5891535903,6.6819060429,6.7857444908,6.9471069962,6.5904316424,6.6528286205,6.7744848909,6.6595006335,6.6475178234,UDHR
hil-x-udhr.csv,hil,1558,6.5890108475,6.7691162297,6.9376168282,7.1939797048,6.5911186811,6.6693490858,7.050940101,6.7131021417,6.6561454086,UDHR
kng-x-udhr-2.csv,kng,1557,6.600836504,6.7704018171,6.9201465603,7.1574630723,6.6028763867,6.6784974643,7.0103691646,6.7092254059,6.6616632295,UDHR
bci-x-udhr.csv,bci,2367,6.6145987745,6.7358899926,6.8762829645,7.0833930956,6.616085434,6.6846615854,6.8979607415,6.7134888739,6.6686186695,UDHR
pis-x-udhr.csv,pis,1392,6.6065058612,6.7427949401,6.8211698927,6.986223867,6.6083766633,6.6734956163,6.8683950857,6.6565122997,6.7009144793,UDHR
hus-x-udhr.csv,hus,1261,6.6122388445,6.7827079651,6.892873359,7.099541894,6.6144497133,6.6876243109,6.9732441017,6.6895092765,6.7107318317,UDHR
sot-x-udhr.csv,sot,1681,6.6579476178,6.8304530926,6.9954687104,7.2454312307,6.6599151629,6.7358915408,7.0877700248,6.7789029364,6.7288671452,UDHR
yua-x-udhr.csv,yua,1672,6.7013246032,6.876915776,7.0268455459,7.2684465918,6.7031968591,6.7753502976,7.1095521252,6.809557413,6.7378596704,UDHR
kha-x-udhr.csv,kha,2073,6.7009981551,6.8506264396,7.0091247014,7.2444220571,6.7026501458,6.7738482793,7.0612211252,6.8150499345,6.754326983,UDHR
gjn-x-udhr.csv,gjn,1582,6.6728703119,6.810117849,6.9056430579,7.0845075256,6.6746449081,6.740781693,6.9339363072,6.7366982475,6.7569885623,UDHR
nku-x-udhr.csv,nku,1102,6.6527834297,6.8426117246,6.9428431411,7.1510227909,6.6551644359,6.7285403486,7.0398348037,6.723749594,6.7622603899,UDHR
mah-x-udhr.csv,mah,1941,6.6803190659,6.7932967301,6.8840091222,7.045735859,6.6818299236,6.744468499,6.90213722,6.7400619348,6.7689130399,UDHR
ilo-x-udhr.csv,ilo,1487,6.7072225687,6.9114507503,7.0872009712,7.3587442043,6.7093797882,6.7875621688,7.226641727,6.8395618041,6.7758099148,UDHR
xsm-x-udhr.csv,xsm,1881,6.7080919715,6.8296587785,6.9209502897,7.0889263456,6.7096109599,6.7716569622,6.9499196482,6.7678084008,6.7768710498,UDHR
bcl-x-udhr.csv,bcl,1580,6.7064019985,6.8862823296,7.0413851938,7.2872366706,6.7084040317,6.7832405526,7.1386003533,6.819911315,6.7834336036,UDHR
tiv-x-udhr.csv,tiv,2023,6.723141864,6.8493687658,6.9573792416,7.1416250853,6.7246419475,6.7883717057,6.9864639261,6.7960410593,6.7842427243,UDHR
ceb-x-udhr.csv,ceb,1510,6.7364930788,6.9376105001,7.1024504921,7.3656244759,6.738563497,6.814228231,7.2374382939,6.859256864,6.7900482638,UDHR
ppl-x-udhr.csv,ppl,1415,6.6797785853,6.827616593,6.9223693881,7.1052264419,6.681717902,6.7498178841,6.9608025809,6.7438242895,6.7922122388,UDHR
tob-x-udhr.csv,tob,2060,6.7675458688,6.9331756635,7.1087541347,7.36429356,6.7692271536,6.8415083682,7.1735242876,6.8962036757,6.8157142869,UDHR
hus-x-udhr-3.csv,hus,1390,6.7295332402,6.9054590024,7.0245570624,7.2409931795,6.7315817691,6.8030525858,7.1117250563,6.8141368768,6.8177135111,UDHR
bin-x-udhr.csv,bin,1115,6.7186620647,6.8946320427,6.9680593084,7.1496123786,6.7208270779,6.7878890671,7.0587356475,6.7669016965,6.8258994133,UDHR
toj-x-udhr.csv,toj,1743,6.777351006,6.9594467656,7.1280834884,7.3847601475,6.7792319941,6.8532987544,7.2048275316,6.9020483148,6.8338567402,UDHR
pov-x-udhr-casamancese.csv,pov,1537,6.7476950032,6.8997552482,7.0035798526,7.1964457455,6.7495267416,6.8168242675,7.053765872,6.8187641882,6.8398695645,UDHR
loz-x-udhr.csv,loz,1555,6.7623541189,6.9233236299,7.0404897797,7.2481857916,6.7642228852,6.8333675899,7.1199024785,6.8444865785,6.8474095198,UDHR
emk-x-udhr.csv,emk,1156,6.7355708078,6.917779697,7.0077874845,7.2043558761,6.7377826248,6.8076564154,7.0947790019,6.7978586448,6.8540131303,UDHR
tsn-x-udhr.csv,tsn,1752,6.8043174379,6.9760080293,7.1259082921,7.3641035244,6.8061248039,6.8774505208,7.2018680157,6.9130787967,6.8752876072,UDHR
cak-x-udhr.csv,cak,1988,6.8180899236,6.9628674189,7.0901974156,7.2986108217,6.8196592682,6.885771604,7.1247214845,6.9071777738,6.8775915812,UDHR
csw-x-udhr.csv,csw,924,6.7762243626,7.0346291562,7.1430145088,7.3876549345,6.7789731793,6.8563138558,7.3865842251,6.8621576869,6.8793153988,UDHR
cri-x-udhr.csv,cri,1353,6.7847972376,6.9602025105,7.068392824,7.2755783353,6.786830544,6.8567104116,7.1503595511,6.8610176528,6.8926682649,UDHR
arn-x-udhr.csv,arn,1346,6.7828404463,6.9607656891,7.0716842445,7.2820736202,6.7848961551,6.8553608987,7.1535036025,6.8614654232,6.892988162,UDHR
chk-x-udhr.csv,chk,1757,6.8141292275,6.9508444946,7.0452500782,7.2232923828,6.8157202001,6.8784307068,7.0889496634,6.8768764357,6.8972051561,UDHR
vai-x-udhr.csv,vai,2269,6.8099987763,6.9117313486,6.9922855038,7.1392267423,6.8112733297,6.8685932423,6.9949760012,6.8618216094,6.8977494732,UDHR
pcm-x-udhr.csv,pcm,2649,6.8150653231,6.9008427745,6.9726753491,7.1027335396,6.8161709547,6.8700299839,6.966853819,6.8604913727,6.8980210834,UDHR
kek-x-udhr.csv,kek,1139,6.8309844587,7.0349123793,7.1257103276,7.3343245626,6.8331809995,6.9021589555,7.2582999052,6.8953262388,6.9127033404,UDHR
hms-x-udhr.csv,hms,1680,6.8460251118,6.9864302542,7.0745696022,7.2496017561,6.8476320606,6.9094919606,7.1231535742,6.9038948053,6.9350758469,UDHR
fon-x-udhr.csv,fon,1946,6.8742340469,7.0199121433,7.1435345321,7.3484499194,6.8758165024,6.9416880839,7.1798877847,6.9609247336,6.9573956128,UDHR
lia-x-udhr.csv,lia,1083,6.8656935433,7.0828304701,7.1736681254,7.3876660992,6.867984025,6.9380083186,7.3055915102,6.9319177388,6.964547788,UDHR
nso-x-udhr.csv,nso,1833,6.9035354392,7.071574387,7.2102832655,7.4382909405,6.9052159468,6.9731191782,7.271427929,7.0030918052,6.974885412,UDHR
chj-x-udhr.csv,chj,1341,6.9082307444,7.109411932,7.2240066398,7.4485703407,6.9102533322,6.9795578129,7.3214830978,6.9915370579,6.9817686879,UDHR
csa-x-udhr.csv,csa,1241,6.8687848121,7.0582765862,7.1547058422,7.3590735145,6.8708783955,6.9395942172,7.2392018544,6.9370956012,6.9960498036,UDHR
tzh-x-udhr.csv,tzh,1577,6.9503540984,7.153447503,7.3020950353,7.5528503443,6.9522504745,7.0231214297,7.4038406634,7.061028539,7.0219573084,UDHR
mxv-x-udhr.csv,mxv,988,6.9050931079,7.1431085853,7.2287440293,7.4477920252,6.907535035,6.9786431823,7.4100416661,6.9701300292,7.0381952552,UDHR
ddn-x-udhr.csv,ddn,1182,6.915285501,7.1026405677,7.1735464896,7.3587139979,6.9172893821,6.981367975,7.2790156124,6.9624938443,7.0399418915,UDHR
bfa-x-udhr.csv,bfa,1617,6.9513011761,7.1199278692,7.2285095318,7.4332614765,6.9530219067,7.0180387225,7.2832541646,7.0270845696,7.0420149924,UDHR
ven-x-udhr.csv,ven,1786,6.976226674,7.1494954793,7.2761969736,7.4983349298,6.9778654019,7.0432194345,7.3743940875,7.066106392,7.0448938437,UDHR
tet-x-udhr.csv,tet,1197,6.9231434664,7.1105612432,7.182229811,7.3682449257,6.9251265728,6.9889830421,7.2796998617,6.9708388501,7.0473318232,UDHR
tgl-x-udhr-2.csv,tgl,1456,6.9693083649,7.1853162763,7.3292449297,7.582002504,6.9713006594,7.0427050737,7.4796249105,7.0776494677,7.0519888688,UDHR
ibb-x-udhr.csv,ibb,1829,7.0040400325,7.147994021,7.2341960415,7.4099682269,7.0054927209,7.0640196373,7.2684279433,7.0602870658,7.0879556037,UDHR
war-x-udhr.csv,war,1472,7.0211878715,7.2412184671,7.3863535839,7.6411804961,7.0231575883,7.0941611249,7.5309132176,7.131241419,7.1133659335,UDHR
pov-x-udhr.csv,pov,1512,7.0508711593,7.2421809183,7.3496675435,7.5646599438,7.0526448853,7.1174038544,7.4437281384,7.1274055147,7.1379336319,UDHR
mos-x-udhr.csv,mos,2020,7.1249159567,7.2913258302,7.4135760095,7.6287968157,7.1263627111,7.1879041507,7.4937856755,7.2109204053,7.1968498507,UDHR
ina-x-udhr.csv,ina,1501,7.1141417561,7.3227125915,7.4401970666,7.6703216192,7.1159497273,7.1817592638,7.5529924446,7.2004760394,7.20543106,UDHR
nym-x-udhr.csv,nym,662,7.0396265152,7.3338316972,7.3147896032,7.4882463474,7.0422317418,7.1033702807,7.6034296561,7.6327770303,7.2057469182,UDHR
aka-x-udhr-fante.csv,aka,1596,7.1089910798,7.293395709,7.397087153,7.6057122855,7.1106661069,7.1735684077,7.4770712722,7.1820312145,7.211578131,UDHR
cfm-x-udhr.csv,cfm,2233,7.1362116241,7.2841637801,7.4004391606,7.6012219665,7.1375454223,7.1972685689,7.4322129502,7.2168889494,7.2139321156,UDHR
cha-x-udhr.csv,cha,1488,7.1297188803,7.3527160977,7.4845575168,7.7309608469,7.1315924088,7.1995128427,7.6172862248,7.2294947811,7.2218178524,UDHR
nzi-x-udhr.csv,nzi,1738,7.1082705412,7.2651574012,7.3513819852,7.5330421078,7.1097698508,7.168571193,7.4101897921,7.1655306675,7.222705907,UDHR
bam-x-udhr.csv,bam,1288,7.1145540611,7.329054139,7.416808391,7.6275658231,7.1164649204,7.1805576654,7.5387063149,7.1778783561,7.2236775906,UDHR
mag-x-udhr.csv,mag,1345,7.1528906514,7.374926245,7.4681496548,7.6875278251,7.1547374515,7.2181917971,7.6042349975,7.2208494301,7.2242070362,UDHR
quc-x-udhr.csv,quc,1675,7.1407084077,7.3168463993,7.4139829903,7.6137101168,7.1422856441,7.2030191901,7.4652483009,7.2078472008,7.2249852896,UDHR
snk-x-udhr.csv,snk,1244,7.0965589265,7.2925520631,7.3557217811,7.5393089232,7.0983983174,7.1588630775,7.4506584913,7.1383864185,7.2256808886,UDHR
mam-x-udhr.csv,mam,1122,7.1166460786,7.3410224464,7.4024732859,7.5990512394,7.1186432321,7.1808779405,7.565428052,7.1618383425,7.239995916,UDHR
pon-x-udhr.csv,pon,1608,7.1379118395,7.3142113267,7.4065998659,7.6022317226,7.139528778,7.2004312601,7.4568992675,7.2015627205,7.2481161024,UDHR
gaa-x-udhr.csv,gaa,1623,7.1530603745,7.3477308698,7.460762867,7.6813046316,7.1547366788,7.2182942311,7.5575921412,7.2344146754,7.2503683382,UDHR
nds-x-udhr.csv,nds,1801,7.1664034692,7.3394307478,7.4440521202,7.6481098842,7.1679162332,7.2284527027,7.5015682313,7.2392199566,7.2540539255,UDHR
tso-x-udhr.csv,tso,1821,7.1964815424,7.3985063834,7.5395393153,7.7843172213,7.1980914627,7.2630121858,7.6493307338,7.3008862211,7.273177536,UDHR
cbs-x-udhr.csv,cbs,490,7.048670401,7.3725407163,7.2660877113,7.396554662,7.0512623549,7.1027733908,7.6246178716,7.4528689216,7.2873794669,UDHR
prq-x-udhr.csv,prq,490,7.048670401,7.3725407163,7.2660877113,7.396554662,7.0512623549,7.1027733908,7.6246178716,7.4528689216,7.2873794669,UDHR
ibo-x-udhr.csv,ibo,1631,7.1918677191,7.3758533528,7.4694520788,7.6705427226,7.1934503355,7.2535685167,7.5503975629,7.2566659615,7.2926863031,UDHR
kmb-x-udhr-variant.csv,kmb,2018,7.2128017181,7.4011813729,7.547529134,7.7898067502,7.2143101375,7.2784783321,7.628397329,7.3204036628,7.2964384517,UDHR
hat-x-udhr-popular.csv,hat,1978,7.2111463423,7.3763487825,7.4834894324,7.6859931257,7.2125523826,7.2716704302,7.5598018796,7.2852875145,7.3058237018,UDHR
cbr-x-udhr.csv,cbr,1864,7.2407829485,7.4246027297,7.5391727149,7.7559742667,7.2422713404,7.3029667665,7.5977827246,7.3223363387,7.3211934332,UDHR
not-x-udhr.csv,not,878,7.1820027279,7.4588752956,7.4867177404,7.683432864,7.1842863731,7.246749136,7.7265915805,7.8789699399,7.3296351267,UDHR
mic-x-udhr.csv,mic,1035,7.2341605811,7.5526686167,7.6537376516,7.9170417948,7.2365212716,7.307248423,8.0269335271,8.2018070967,7.3342664832,UDHR
swh-x-udhr.csv,swh,1337,7.23279971,7.4567033906,7.5418568538,7.7552313589,7.2346134676,7.2967014934,7.6677527479,7.295048411,7.3355519347,UDHR
aka-x-udhr-akuapem.csv,aka,1508,7.2253395078,7.42385358,7.5125064031,7.7167662428,7.226997077,7.2874312644,7.6250681668,7.2875248852,7.3379060977,UDHR
kmb-x-udhr.csv,kmb,1501,7.2428361007,7.4514069361,7.5456218081,7.7589124552,7.244516765,7.3056797581,7.6549996526,7.310391735,7.3409152656,UDHR
ura-x-udhr.csv,ura,1010,7.2002647264,7.4345241192,7.4621259337,7.6389636735,7.2022307104,7.2601073436,7.6088664063,7.8288940351,7.3427671769,UDHR
arl-x-udhr.csv,arl,1538,7.2575603803,7.4672107975,7.5669704961,7.7845944847,7.2592293965,7.320759945,7.6839907761,7.3297981814,7.3436930387,UDHR
ajg-x-udhr.csv,ajg,1652,7.2585618775,7.4729575388,7.5999521154,7.8387775079,7.2602439199,7.3246620065,7.7162335792,7.3536059136,7.3512449488,UDHR
eng-x-udhr.csv,eng,1361,7.2500031783,7.4773787009,7.5676898247,7.7864605068,7.251809445,7.3142481839,7.7148153293,7.3167697454,7.3539680878,UDHR
src-x-udhr.csv,src,1623,7.2807899679,7.4976831225,7.6158225691,7.8501375445,7.2824510182,7.345494744,7.7486602787,7.3685723092,7.3725740696,UDHR
auc-x-udhr.csv,auc,1106,7.1973079934,7.4066683497,7.4424082271,7.6113727087,7.1991664273,7.2564864136,7.5362363642,7.2348782199,7.3827839647,UDHR
men-x-udhr.csv,men,1496,7.2630276454,7.4650628132,7.5525163479,7.7568064541,7.2646900162,7.3250245485,7.6442834024,7.3249934776,7.383074471,UDHR
kea-x-udhr.csv,kea,1855,7.3134744755,7.5230735664,7.6575824955,7.9010096922,7.3150099171,7.3775533728,7.7777767732,7.4133722277,7.3843251469,UDHR
kde-x-udhr.csv,kde,801,7.2847342816,7.6017309447,7.599841955,7.7958908279,7.2870444175,7.3472802238,7.930945466,7.968530247,7.400524098,UDHR
afr-x-udhr.csv,afr,1321,7.304402329,7.5315640009,7.6058855595,7.8126205931,7.3061738036,7.366415982,7.7483471664,7.3585315904,7.4199487709,UDHR
dip-x-udhr.csv,dip,1210,7.301077396,7.5371547663,7.5964635644,7.7967672699,7.3029117001,7.3624498191,7.7539429738,7.9156305065,7.4218847847,UDHR
dag-x-udhr.csv,dag,1758,7.3291612502,7.5142168428,7.6052881874,7.8047393749,7.3306161414,7.3881134728,7.6725889207,7.3921571227,7.428053932,UDHR
hau-x-udhr-1.csv,hau,2072,7.3606518399,7.5315889213,7.6291671053,7.8278614728,7.3619346335,7.4172356055,7.6963083317,7.427168185,7.4287752735,UDHR
hau-x-udhr-2.csv,hau,2072,7.3606518399,7.5315889213,7.6291671053,7.8278614728,7.3619346335,7.4172356055,7.6963083317,7.427168185,7.4287752735,UDHR
gla-x-udhr.csv,gla,1569,7.3410946744,7.5672916024,7.6774859514,7.9097877212,7.3427606617,7.404874683,7.8084733453,7.4238156857,7.4301923253,UDHR
sco-x-udhr.csv,sco,1384,7.327447815,7.5562567467,7.6382682322,7.8517463743,7.3291773761,7.3894973828,7.7895829013,7.3877154656,7.4336117215,UDHR
lot-x-udhr.csv,lot,1258,7.2991816672,7.5337056226,7.607451255,7.8162709567,7.3010362942,7.3624760116,7.744600613,7.3542719613,7.4350013248,UDHR
cnh-x-udhr.csv,cnh,2257,7.3541098054,7.5091180231,7.6086535604,7.7999749051,7.3553304722,7.4103067834,7.6507300039,7.4217398708,7.4437811967,UDHR
aka-x-udhr-asante.csv,aka,1681,7.3348555863,7.5292460841,7.6228254851,7.8281854062,7.3363767852,7.3951003294,7.7021467783,7.4009082119,7.446234268,UDHR
cic-x-udhr.csv,cic,391,7.1405684123,7.5390621832,7.352279804,7.4689701594,7.1432645962,7.1906070343,7.8919059897,7.4752550807,7.4501875283,UDHR
miq-x-udhr.csv,miq,1521,7.3261026477,7.5077437393,7.5643361577,7.7357767983,7.3275827957,7.3816925474,7.6257008222,7.3614320124,7.4611986591,UDHR
als-x-udhr.csv,als,1462,7.3973194125,7.6632608034,7.7809276623,8.0360584157,7.3990912404,7.462835801,8.0050192101,7.4914133034,7.4637148589,UDHR
bho-x-udhr.csv,bho,1370,7.3995630402,7.6375550688,7.7054310484,7.9140995183,7.4012228467,7.4588350757,7.8682001489,8.1651141945,7.465305056,UDHR
pam-x-udhr.csv,pam,1468,7.354805292,7.5906682414,7.6948500011,7.9264651659,7.3565443794,7.419139365,7.8426669299,7.4342798054,7.4673415652,UDHR
hea-x-udhr.csv,hea,2162,7.3426520108,7.4651009192,7.5125354118,7.6446590766,7.3437080744,7.3900481191,7.5284442108,7.36802192,7.4696298358,UDHR
lad-x-udhr.csv,lad,1469,7.3642384775,7.5969945869,7.6939353364,7.9195069344,7.3659417107,7.4272677781,7.8458612268,7.4372143999,7.4697747012,UDHR
bum-x-udhr.csv,bum,943,7.3054021665,7.5532458532,7.5550993815,7.7198613916,7.3073239271,7.3618298914,7.712109893,7.8760557247,7.4887952418,UDHR
spa-x-udhr.csv,spa,1486,7.3855556945,7.6214741972,7.7205176347,7.9490388925,7.3872462722,7.4485001017,7.8726292251,7.4606143874,7.4904100788,UDHR
srr-x-udhr.csv,srr,1239,7.3641112686,7.6033960393,7.6632396961,7.8646829833,7.3659080936,7.4249582481,7.7990047728,7.4458860348,7.4931076877,UDHR
hlt-x-udhr.csv,hlt,1787,7.3789200137,7.5569358259,7.6376850803,7.8255444743,7.3803102028,7.4356891036,7.7139320905,7.4332873818,7.4995053067,UDHR
tem-x-udhr.csv,tem,1570,7.3872125334,7.6072924457,7.7060779987,7.9268991285,7.3888316498,7.4491815884,7.8297376293,7.460296836,7.5049638582,UDHR
hus-x-udhr-2.csv,hus,1619,7.3979735234,7.5993627014,7.6834182146,7.8846562146,7.3994941571,7.4570365583,7.7703135792,7.4572739609,7.518453855,UDHR
crs-x-udhr.csv,crs,1443,7.3761562982,7.5796132911,7.6406325641,7.8262851923,7.3777239087,7.4335214659,7.7507335553,7.4169881453,7.5217121519,UDHR
nya-x-udhr-chinyanja.csv,nya,1230,7.3738233302,7.6019568143,7.6478081945,7.8340878317,7.3755524096,7.4321120981,7.7749966964,7.9992992167,7.5234477589,UDHR
shk-x-udhr.csv,shk,1197,7.3940357908,7.6194192266,7.6491487978,7.8228631502,7.395708795,7.4496260553,7.7628568421,8.0130182708,7.5257604477,UDHR
lua-x-udhr.csv,lua,1366,7.420686977,7.6588478348,7.7310548595,7.9412623099,7.4223813613,7.4810622447,7.8659444131,7.4746210376,7.527363386,UDHR
lns-x-udhr.csv,lns,1806,7.4070488842,7.5787982938,7.6499300965,7.827279785,7.4083828344,7.461789315,7.7086561901,7.4533067712,7.534383086,UDHR
yap-x-udhr.csv,yap,1471,7.4350792076,7.6655573412,7.7465048518,7.9597523216,7.4367009427,7.495119541,7.8823936833,7.4948243569,7.5457041195,UDHR
bba-x-udhr.csv,bba,1499,7.4112738787,7.6119422683,7.6736192928,7.858174689,7.4127900267,7.4678440395,7.7599287626,7.4524670276,7.5498783857,UDHR
gkp-x-udhr.csv,gkp,1145,7.3990623851,7.6327915817,7.660598971,7.8364252517,7.4008032347,7.4555913632,7.7971619223,8.0225461608,7.5656782755,UDHR
yor-x-udhr.csv,yor,1933,7.4350486788,7.591409057,7.6536754065,7.8160959988,7.436269373,7.4868722664,7.6925157209,7.4733720596,7.5674172939,UDHR
